DIN,Director_Name,CIN,Company_Name,Designation,Date_of_Appointment,Date_of_Cessation,Nationality,Gender,Synthetic_Ring_ID
9581741,Naresh Iyer,U47190TG2022PTC100035,Vikram Exports Private Limited,Director,25/10/2022,,Indian,Male,RING-05
8048786,Rakesh Bhatia,U74999TG2025PTC100699,Prime Consultancy Private Limited,Additional Director,03/07/2025,,Indian,Male,
8931452,Deepak Singh,U70200RJ2018PTC100953,Vishwa Developers Private Limited,Director,05/04/2018,,Indian,Male,
8691411,Vishal Goyal,U46900RJ2021PTC100069,Elite Constructions Private Limited,Director,11/12/2021,,Indian,Male,RING-11
9503639,Vivek Khanna,U47190MH2020PTC100541,Infinity Textiles Private Limited,Nominee Director,23/02/2020,,Indian,Male,
9996320,Anil Gupta,U82990TG2022PTC100031,Vikram Solutions Private Limited,Managing Director,29/10/2022,,Indian,Male,RING-05
9473746,Satish Mehta,U47190PB2007PTC100321,Diamond Pharma Private Limited,Additional Director,08/09/2007,,Indian,Male,
9129485,Gaurav Desai,U62011MH2019PTC100044,Apex Textiles Private Limited,Director,16/01/2019,,Indian,Male,RING-06
9775092,Dinesh Jain,U70200HR2021PTC100735,Zenith Ventures Private Limited,Whole-time Director,10/05/2021,,Indian,Male,
9672549,Ashok Bansal,U10610PB2018PTC100312,Vinayak Impex Private Limited,Additional Director,14/07/2018,,Indian,Male,
9880014,Nitin Dubey,U47190RJ2019PTC100229,Infinity Enterprises Private Limited,Director,13/08/2019,,Indian,Male,
9424098,Harish Patel,U64990HR2012PTC100328,Emerald Retail Private Limited,Director,10/10/2012,,Indian,Male,
9498010,Vishal Goyal,U46310KA2007PTC100711,Sai Trading Private Limited,Director,02/07/2007,,Indian,Male,
8859437,Pradeep Rao,U74999MH2020PTC100398,Falcon Systems Private Limited,Director,06/04/2020,,Indian,Male,
9669277,Rajesh Bhatia,U10610TG2017PTC100690,Superior Infra Private Limited,Managing Director,29/04/2017,,Indian,Male,
9486335,Kunal Verma,U64990MH2021PTC100094,Lakshmi Exports Private Limited,Additional Director,03/10/2021,,Indian,Male,RING-14
9048977,Sachin Dubey,U63990WB2012PTC100716,Ashirwad Realty Private Limited,Additional Director,21/10/2012,,Indian,Male,
9282781,Payal Sharma,U62011RJ2022PTC100020,Superior Realty Private Limited,Independent Director,09/01/2023,,Indian,Female,RING-03
9075797,Vivek Verma,U46310WB2010PTC100542,Krishna Ventures Private Limited,Director,13/03/2010,,Indian,Male,
9201585,Girish Trivedi,U47190TN2016PTC100958,Ashirwad Distributors Private Limited,Director,16/08/2016,,Indian,Male,
8140534,Girish Trivedi,U68100RJ2026PTC100145,Skyline Constructions Private Limited,Additional Director,01/01/2026,,Indian,Male,
9479027,Nitin Chopra,U46900MH2011PTC100383,Om Impex Private Limited,Whole-time Director,31/05/2011,,Indian,Male,
8690861,Anil Tiwari,U63990WB2018PLC100813,Radiant Constructions Limited,Managing Director,18/07/2018,,Indian,Male,
9010977,Vinod Khanna,U46310WB2012PTC100977,Metro Ventures Private Limited,Managing Director,20/01/2012,,Indian,Male,
9717829,Rajesh Patel,U47190WB2008PTC100281,Vardhan Agro Private Limited,Additional Director,09/07/2008,,Indian,Male,
9272441,Rahul Jain,U64990TG2021PTC100717,Vishal Merchants Private Limited,Whole-time Director,16/05/2021,,Indian,Male,
9075089,Satish Shah,U46310MH2012PTC100175,Aastha Realty Private Limited,Whole-time Director,14/07/2012,,Indian,Male,
8581011,Sachin Verma,U10610MH2007PTC100688,Ganesh Merchants Private Limited,Director,20/05/2007,,Indian,Male,
8739507,Manish Mishra,U70200MH2023PLC100971,Royal Services Limited,Managing Director,22/01/2024,,Indian,Male,
8949956,Vishal Arora,U47190HR2017PTC100219,Ganesh Finance Private Limited,Managing Director,03/07/2017,,Indian,Male,
8620165,Nitin Sharma,U74999PB2021PTC100968,Orion Agro Private Limited,Director,12/08/2021,,Indian,Male,
9110860,Vinod Arora,U70200HR2005PTC100827,Vaibhav Commodities Private Limited,Whole-time Director,03/04/2005,,Indian,Male,
9282692,Radha Jain,U74999RJ2011PTC100666,Suvidha Realty Private Limited,Whole-time Director,29/09/2011,,Indian,Female,
9969900,Bharat Gupta,U63990DL2019PLC100265,Falcon Overseas Limited,Director,04/06/2019,,Indian,Male,
9948461,Sandeep Malhotra,U45201RJ2019PTC100008,Vantage Finance Private Limited,Managing Director,24/10/2019,,Indian,Male,RING-02
9033067,Gaurav Pandey,U64990KA2018PTC100431,Trident Infra Private Limited,Nominee Director,07/04/2018,,Indian,Male,
8597703,Rahul Yadav,U46900RJ2019PTC100873,Zenith Impex Private Limited,Director,25/01/2020,,Indian,Male,
9831959,Rohit Yadav,U62011PB2025PTC100420,Vishal Traders Private Limited,Director,06/07/2025,,Indian,Male,
9685463,Dinesh Jain,U52290TN2022PTC100892,Sunrise Traders Private Limited,Director,05/09/2022,,Indian,Male,
9601363,Neha Saxena,U82990PB2008PTC100590,Vikram Finance Private Limited,Additional Director,16/09/2008,,Indian,Female,
9750935,Amit Agarwal,U68100TG2022PLC100032,Vikram Services Limited,Director,19/10/2022,,Indian,Male,RING-05
9964878,Geeta Verma,U70200HR2008PTC100380,Continental Industries Private Limited,Additional Director,21/07/2008,,Indian,Female,
8339926,Naresh Chauhan,U82990TN2010PTC100572,Vertex Trading Private Limited,Managing Director,08/01/2011,,Indian,Male,
9494783,Vikram Sharma,U45201TG2016PTC100840,Zenith Infra Private Limited,Managing Director,11/03/2016,,Indian,Male,
9632202,Sachin Gupta,U47190MH2020PTC100541,Infinity Textiles Private Limited,Director,16/03/2020,,Indian,Male,
9168553,Mukesh Reddy,U45201MH2018PTC100944,Vishwa Investments Private Limited,Director,24/03/2018,,Indian,Male,
9655128,Gaurav Singh,U45201RJ2021PTC100067,Elite Textiles Private Limited,Whole-time Director,15/12/2021,,Indian,Male,RING-11
9102225,Vijay Joshi,U10610TN2017PTC100845,Ashirwad Chemicals Private Limited,Director,26/05/2017,,Indian,Male,
8440919,Sandeep Chopra,U70200RJ2015PTC100905,Suvidha Foods Private Limited,Managing Director,25/10/2015,,Indian,Male,
8235876,Gaurav Chopra,U52290DL2006PTC100981,Universal Chemicals Private Limited,Director,30/09/2006,,Indian,Male,
9248074,Pradeep Reddy,U74999MH2009PTC100934,Prime Finance Private Limited,Managing Director,06/12/2009,,Indian,Male,
9983309,Rakesh Dubey,U14101HR2013PTC100179,Vinayak Retail Private Limited,Additional Director,21/11/2013,,Indian,Male,
8826840,Vishal Trivedi,U74999PB2025PTC100220,Everest Logistics Private Limited,Managing Director,22/07/2025,,Indian,Male,
9959861,Girish Kapoor,U52290UP2008PLC100805,Silver Traders Limited,Director,30/05/2008,,Indian,Male,
9348441,Praveen Chopra,U52290KA2008PTC100819,Universal Merchants Private Limited,Whole-time Director,15/08/2008,,Indian,Male,
9394670,Rakesh Singh,U68100HR2020PTC100860,Capital Textiles Private Limited,Director,26/07/2020,,Indian,Male,
8911193,Manoj Mehta,U47190TG2016PTC100200,Diamond Systems Private Limited,Additional Director,14/05/2016,,Indian,Male,
9831959,Rohit Yadav,U10610MH2005PLC100344,Apex Enterprises Limited,Whole-time Director,01/11/2005,,Indian,Male,
9140825,Ajay Verma,U63990TN2005PTC100756,Universal Constructions Private Limited,Director,09/06/2005,,Indian,Male,
8340791,Ishaan Saxena,U52290MH2021PTC100091,Lakshmi Distributors Private Limited,Director,28/09/2021,,Indian,Male,RING-14
9724734,Praveen Jain,U64990HR2024PTC100055,Infinity Systems Private Limited,Whole-time Director,05/02/2024,,Indian,Male,RING-08
9948461,Sandeep Malhotra,U82990RJ2019PTC100011,Vantage Chemicals Private Limited,Director,24/09/2019,,Indian,Male,RING-02
9870672,Vivek Iyer,U68100PB2005PTC100153,Golden Foods Private Limited,Director,23/02/2005,,Indian,Male,
9397553,Mahesh Agarwal,U74999MH2005PTC100755,Falcon Services Private Limited,Director,04/03/2005,,Indian,Male,
8457963,Kavita Shah,U47190WB2013PTC100458,Om Constructions Private Limited,Director,12/06/2013,,Indian,Female,
8563639,Deepak Verma,U14101MH2011PTC100131,Platinum Finance Private Limited,Director,10/01/2012,,Indian,Male,
9706051,Sachin Pandey,U47190TG2018PTC100076,Nova Overseas Private Limited,Whole-time Director,09/11/2018,,Indian,Male,RING-12
9823418,Shobha Sharma,U14101TN2023PTC100113,Anmol Textiles Private Limited,Nominee Director,16/06/2023,,Indian,Female,RING-16
9190451,Satish Iyer,U10610HR2009PLC100139,Om Systems Limited,Director,06/12/2009,,Indian,Male,
9669471,Mukesh Bansal,U82990KA2013PTC100629,Royal Industries Private Limited,Director,12/04/2013,,Indian,Male,
9148143,Kiran Malhotra,U46900UP2022PTC100540,Falcon Consultancy Private Limited,Managing Director,04/09/2022,,Indian,Female,
8663778,Vishal Mishra,U82990TN2006PLC100254,Ganesh Industries Limited,Additional Director,11/08/2006,,Indian,Male,
9209408,Divya Iyer,U47190DL2010PLC100526,Ganesh Constructions Limited,Whole-time Director,04/08/2010,,Indian,Female,
8953755,Ravi Desai,U10610HR2024PTC100052,Infinity Commodities Private Limited,Nominee Director,11/02/2024,,Indian,Male,RING-08
8426397,Naresh Shah,U10610TN2009PLC100414,Lakshmi Retail Limited,Managing Director,14/06/2009,,Indian,Male,
9486335,Kunal Verma,U52290MH2021PTC100091,Lakshmi Distributors Private Limited,Whole-time Director,02/10/2021,,Indian,Male,RING-14
9590948,Anita Jain,U46310HR2015PTC100742,Vinayak Merchants Private Limited,Nominee Director,26/06/2015,,Indian,Female,
8477825,Deepa Agarwal,U14101PB2012PTC100539,Nova Traders Private Limited,Director,03/10/2012,,Indian,Female,
8778747,Jyoti Kumar,U74999MH2026PTC100938,Radiant Retail Private Limited,Independent Director,16/05/2026,,Indian,Female,
8140138,Vivek Dubey,U46900DL2015PTC100927,Orion Constructions Private Limited,Director,30/07/2015,,Indian,Male,
9631844,Vivek Bhatia,U64990RJ2021PTC100070,Elite Consultancy Private Limited,Nominee Director,24/11/2021,,Indian,Male,RING-11
8085724,Neha Rao,U64990PB2018PTC100625,Om Pharma Private Limited,Additional Director,21/05/2018,,Indian,Female,
8105813,Vijay Kumar,U41001KA2011PTC100216,Orion Pharma Private Limited,Director,18/02/2011,,Indian,Male,
9187886,Kiran Khanna,U82990TN2006PLC100255,Vishwa Overseas Limited,Director,14/10/2006,,Indian,Female,
8691411,Vishal Goyal,U46310RJ2021PTC100073,Elite Infra Private Limited,Managing Director,13/12/2021,,Indian,Male,RING-11
8384147,Vinod Rao,U47190GJ2017PTC100612,Metro Services Private Limited,Director,27/03/2017,,Indian,Male,
9713671,Pradeep Khanna,U46900GJ2023PTC100586,Shree Constructions Private Limited,Additional Director,03/05/2023,,Indian,Male,
8162538,Rajesh Reddy,U70200UP2016PTC100402,Vikram Realty Private Limited,Director,02/02/2016,,Indian,Male,
9167153,Ramesh Bhatia,U74999RJ2005PTC100583,Vishwa Retail Private Limited,Managing Director,28/01/2005,,Indian,Male,
8563963,Rahul Shah,U63990MH2018PTC100116,Continental Constructions Private Limited,Director,24/06/2018,,Indian,Male,
9631645,Lata Sharma,U46900GJ2013PTC100810,Vikram Investments Private Limited,Director,21/04/2013,,Indian,Female,
9004006,Harish Kapoor,U68100DL2010PLC100823,Krishna Trading Limited,Whole-time Director,19/08/2010,,Indian,Male,
8260969,Girish Sharma,U82990TG2006PTC100684,Elite Services Private Limited,Nominee Director,25/07/2006,,Indian,Male,
8209313,Seema Bhatia,U74999KA2012PLC100891,National Foods Limited,Whole-time Director,20/02/2013,,Indian,Female,
8045489,Ravi Sharma,U82990KA2009PTC100766,Infinity Agro Private Limited,Director,07/04/2009,,Indian,Male,
8430516,Rajesh Gupta,U62011TG2016PTC100963,Platinum Trading Private Limited,Whole-time Director,11/11/2016,,Indian,Male,
9362603,Harish Iyer,U10610PB2011PTC100271,Vishal Finance Private Limited,Director,16/11/2011,,Indian,Male,
9655128,Gaurav Singh,U52290RJ2021PTC100071,Elite Enterprises Private Limited,Director,05/11/2021,,Indian,Male,RING-11
9637711,Kiran Desai,U74999HR2016PTC100450,Zenith Traders Private Limited,Whole-time Director,12/07/2016,,Indian,Female,
9104266,Mahesh Dubey,U52290TN2022PTC100892,Sunrise Traders Private Limited,Director,11/09/2022,,Indian,Male,
9032274,Rakesh Dubey,U52290HR2021PTC100190,Vinayak Textiles Private Limited,Director,16/10/2021,,Indian,Male,
8551189,Shalini Gupta,U68100GJ2017PLC100348,Suvidha Impex Limited,Director,10/10/2017,,Indian,Female,
9897516,Naresh Dubey,U82990TG2024PTC100529,Platinum Ventures Private Limited,Director,16/12/2024,,Indian,Male,
9865809,Shalini Shah,U10610PB2014PTC100748,Elite Ventures Private Limited,Managing Director,06/05/2014,,Indian,Female,
9561493,Manish Arora,U62011TG2017PTC100197,Global Ventures Private Limited,Director,05/06/2017,,Indian,Male,
9834486,Alok Chopra,U45201WB2012PTC100499,Everest Merchants Private Limited,Managing Director,18/05/2012,,Indian,Male,
8369067,Suresh Dubey,U41001PB2007PTC100257,Lakshmi Realty Private Limited,Director,25/07/2007,,Indian,Male,
8214916,Girish Chopra,U41001RJ2013PTC100164,Shree Solutions Private Limited,Director,11/08/2013,,Indian,Male,
9965937,Seema Chopra,U14101GJ2020PTC100988,Shakti Systems Private Limited,Director,29/02/2020,,Indian,Female,
9167271,Pradeep Kapoor,U82990GJ2024PTC100475,Pioneer Distributors Private Limited,Director,03/07/2024,,Indian,Male,
9032274,Rakesh Dubey,U74999RJ2009PTC100465,Royal Realty Private Limited,Additional Director,15/05/2009,,Indian,Male,
8780675,Sunil Chauhan,U47190MH2016PTC100863,Lakshmi Ventures Private Limited,Managing Director,09/04/2016,,Indian,Male,
9519169,Amit Nair,U63990TG2017PTC100212,Skyline Enterprises Private Limited,Managing Director,08/09/2017,,Indian,Male,
8048786,Rakesh Bhatia,U45201UP2010PTC100357,Universal Exports Private Limited,Managing Director,29/12/2010,,Indian,Male,
8825870,Vijay Pandey,U46310DL2018PLC100507,Sai Services Limited,Additional Director,13/08/2018,,Indian,Male,
9446510,Mukesh Saxena,U14101TN2019PTC100485,Diamond Trading Private Limited,Nominee Director,17/09/2019,,Indian,Male,
8387240,Aparna Kapoor,U64990GJ2023PTC100852,Vinayak Commodities Private Limited,Nominee Director,23/07/2023,,Indian,Female,
8894440,Vivek Mehta,U63990DL2016PTC100394,Global Infra Private Limited,Director,30/06/2016,,Indian,Male,
9669277,Rajesh Bhatia,U14101KA2023PTC100839,National Technologies Private Limited,Director,13/06/2023,,Indian,Male,
8964837,Rajesh Sharma,U45201WB2024PTC100183,Shakti Foods Private Limited,Director,25/10/2024,,Indian,Male,
9148491,Shalini Pandey,U74999TG2005PLC100991,Radiant Commodities Limited,Director,10/04/2005,,Indian,Female,
8257189,Anil Arora,U74999RJ2023PTC100080,Capital Services Private Limited,Director,11/08/2023,,Indian,Male,RING-13
9655128,Gaurav Singh,U46900RJ2021PTC100069,Elite Constructions Private Limited,Director,21/12/2021,,Indian,Male,RING-11
8938328,Anjali Saxena,U41001GJ2025PTC100548,Emerald Systems Private Limited,Director,11/04/2025,,Indian,Female,
8417788,Jyoti Pandey,U41001MH2025PTC100048,Anmol Traders Private Limited,Independent Director,18/05/2025,,Indian,Female,RING-07
9110269,Harish Goyal,U68100TN2023PTC100110,Anmol Impex Private Limited,Nominee Director,23/06/2023,,Indian,Male,RING-16
9510917,Alok Joshi,U45201DL2020PTC100822,Infinity Technologies Private Limited,Director,05/04/2020,,Indian,Male,
9407068,Rakesh Goyal,U63990TN2021PTC100864,Capital Commodities Private Limited,Whole-time Director,08/03/2021,,Indian,Male,
8973613,Pradeep Jain,U47190MH2010PTC100555,Infinity Solutions Private Limited,Director,04/01/2011,,Indian,Male,
9277077,Suresh Khanna,U41001DL2021PTC100955,Zenith Solutions Private Limited,Additional Director,01/04/2021,,Indian,Male,
8084055,Girish Patel,U52290DL2021PTC100242,Platinum Foods Private Limited,Whole-time Director,01/09/2021,,Indian,Male,
8754229,Rahul Chauhan,U10610TN2023PLC100107,Anmol Technologies Limited,Director,05/07/2023,,Indian,Male,RING-16
8995828,Sunil Desai,U63990HR2024PTC100881,National Trading Private Limited,Managing Director,06/03/2024,,Indian,Male,
8164846,Deepak Singh,U46310HR2017PTC100247,Meridian Overseas Private Limited,Additional Director,14/05/2017,,Indian,Male,
9218509,Vikram Mehta,U82990HR2018PLC100204,Elite Solutions Limited,Nominee Director,02/11/2018,,Indian,Male,
8015413,Sarita Goyal,U46900PB2006PTC100484,Rudra Retail Private Limited,Nominee Director,31/07/2006,,Indian,Female,
8541453,Swati Saxena,U47190GJ2012PTC100462,Golden Traders Private Limited,Director,21/04/2012,,Indian,Female,
9969900,Bharat Gupta,U64990MH2021PTC100427,Platinum Traders Private Limited,Whole-time Director,15/12/2021,,Indian,Male,
8992342,Amit Trivedi,U82990UP2009PTC100187,Meridian Consultancy Private Limited,Director,12/04/2009,,Indian,Male,
9694553,Bharat Chauhan,U45201HR2006PTC100918,Silver Distributors Private Limited,Director,12/02/2006,,Indian,Male,
9969900,Bharat Gupta,U70200TN2005PTC100263,Golden Logistics Private Limited,Director,05/10/2005,,Indian,Male,
8351649,Neha Trivedi,U10610UP2021PTC100562,Vishwa Impex Private Limited,Director,15/08/2021,,Indian,Female,
9957250,Lata Iyer,U10610PB2007PLC100694,Falcon Industries Limited,Managing Director,04/07/2007,,Indian,Female,
8383943,Anjali Yadav,U45201TG2012PTC100824,Bharat Developers Private Limited,Independent Director,24/09/2012,,Indian,Female,
8782345,Vandana Malhotra,U52290TN2023PTC100111,Anmol Ventures Private Limited,Whole-time Director,24/05/2023,,Indian,Female,RING-16
8856529,Arun Arora,U14101GJ2007PTC100557,Ganesh Constructions Private Limited,Director,16/05/2007,,Indian,Male,
9120453,Pradeep Mishra,U74999RJ2009PTC100465,Royal Realty Private Limited,Managing Director,30/06/2009,,Indian,Male,
8368458,Harish Chopra,U10610KA2023PTC100065,Sunrise Investments Private Limited,Managing Director,13/08/2023,,Indian,Male,RING-10
8820444,Kavita Kumar,U14101RJ2023PLC100679,Lakshmi Commodities Limited,Additional Director,11/01/2024,,Indian,Female,
9131974,Amit Desai,U74999MH2020PTC100398,Falcon Systems Private Limited,Director,27/03/2020,,Indian,Male,
8160859,Vikram Shah,U47190WB2007PTC100598,Nova Solutions Private Limited,Whole-time Director,18/12/2007,,Indian,Male,
8486014,Praveen Chopra,U74999UP2013PTC100173,Platinum Solutions Private Limited,Director,05/01/2014,,Indian,Male,
8289911,Deepak Arora,U45201PB2025PTC100585,Vishwa Textiles Private Limited,Managing Director,01/12/2025,,Indian,Male,
8233113,Aparna Tiwari,U74999RJ2015PLC100425,Metro Overseas Limited,Whole-time Director,08/05/2015,,Indian,Female,
8005915,Vikram Bansal,U41001TN2024PTC100966,Rudra Impex Private Limited,Director,09/10/2024,,Indian,Male,
8946418,Suresh Goyal,U47190PB2016PTC100317,Prime Constructions Private Limited,Managing Director,07/02/2016,,Indian,Male,
8715265,Mukesh Verma,U52290WB2020PTC100895,Rudra Services Private Limited,Director,29/03/2020,,Indian,Male,
9520750,Praveen Trivedi,U62011MH2020PTC100426,Shree Distributors Private Limited,Director,18/04/2020,,Indian,Male,
8402411,Dinesh Arora,U52290MH2014PTC100313,Global Industries Private Limited,Director,06/06/2014,,Indian,Male,
8343962,Divya Khanna,U46900KA2007PTC100663,Orion Chemicals Private Limited,Managing Director,24/04/2007,,Indian,Female,
9486335,Kunal Verma,U41001MH2021PTC100090,Lakshmi Finance Private Limited,Additional Director,23/10/2021,,Indian,Male,RING-14
8344447,Arun Sharma,U68100PB2017PTC100552,Royal Merchants Private Limited,Director,03/10/2017,,Indian,Male,
